,one_step,nine_step,Att,label
0,0.955155830589753,0.955155830589753,0.955155830589753,0.9747208102667895
1,0.969690701600431,0.969690701600431,0.969690701600431,0.9747208102667895
2,0.9730288106731741,0.9730288106731741,0.9730288106731741,0.9747207103498136
3,0.9736366388679265,0.9736366388679265,0.9736366388679265,0.9747207103498136
4,0.973787379613924,0.973787379613924,0.973787379613924,0.9747207103498136
5,0.9738269565774864,0.9738269565774864,0.9738269565774864,0.9747207103498136
6,0.9738409238615198,0.9738409238615198,0.9738409238615198,0.9747207103498136
7,0.9738468662407165,0.9738468662407165,0.9738468662407165,0.9747207103498136
8,0.9738498733359293,0.9738498733359293,0.9738498733359293,0.9747206104328379
9,0.9738515249941955,0.9738515249941955,0.9738515249941955,0.9747206104328379
10,0.9738525752334191,0.9738525752334191,0.9738525752334191,0.9747206104328379
11,0.9738532484636906,0.9738532484636906,0.9738532484636906,0.974720510515862
12,0.9738536524018535,0.9738536524018535,0.9738536524018535,0.974720510515862
13,0.9738539845287875,0.9738539845287875,0.9738539845287875,0.974720510515862
14,0.9738542268916852,0.9738542268916852,0.9738542268916852,0.974720510515862
15,0.9738543884669504,0.9738543884669504,0.9738543884669504,0.974720510515862
16,0.9738545231130047,0.9738545231130047,0.9738545231130047,0.974720510515862
17,0.9738546218534445,0.9738546218534445,0.9738546218534445,0.9747204105988863
18,0.9738546487826554,0.9738546487826554,0.9738546487826554,0.9747204105988863
19,0.9738547116174807,0.9738547116174807,0.9738547116174807,0.9747204105988863
20,0.9738547475230952,0.9738547475230952,0.9738547475230952,0.9747203106819103
21,0.973854729570288,0.973854729570288,0.973854729570288,0.9747203106819103
22,0.9738547834287097,0.9738547834287097,0.9738547834287097,0.9747203106819103
23,0.9738548013815169,0.9738548013815169,0.9738548013815169,0.9747202107649346
24,0.9738547744523061,0.9738547744523061,0.9738547744523061,0.9747202107649346
25,0.9738547924051133,0.9738547924051133,0.9738547924051133,0.9747202107649346
26,0.9738548103579205,0.9738548103579205,0.9738548103579205,0.9747201108479587
27,0.9738547654759024,0.9738547654759024,0.9738547654759024,0.9747201108479587
28,0.9738547834287097,0.9738547834287097,0.9738547834287097,0.9747201108479587
29,0.9738547924051133,0.9738547924051133,0.9738547924051133,0.9747201108479587
30,0.9738548013815169,0.9738548013815169,0.9738548013815169,0.9747201108479587
31,0.9738547924051133,0.9738547924051133,0.9738547924051133,0.9747201108479587
32,0.9738548013815169,0.9738548013815169,0.9738548013815169,0.974720010930983
33,0.9738547475230952,0.9738547475230952,0.9738547475230952,0.974720010930983
34,0.9738547564994988,0.9738547564994988,0.9738547564994988,0.974720010930983
35,0.9738547564994988,0.9738547564994988,0.9738547564994988,0.974720010930983
36,0.9738547654759024,0.9738547654759024,0.9738547654759024,0.974720010930983
37,0.9738547654759024,0.9738547654759024,0.9738547654759024,0.974720010930983
38,0.9738547654759024,0.9738547654759024,0.9738547654759024,0.9747199110140071
39,0.9738547205938843,0.9738547205938843,0.9738547205938843,0.9747199110140071
40,0.9738547205938843,0.9738547205938843,0.9738547205938843,0.9747199110140071
41,0.9738547205938843,0.9738547205938843,0.9738547205938843,0.9747199110140071
42,0.9738547205938843,0.9738547205938843,0.9738547205938843,0.9747199110140071
43,0.9738547205938843,0.9738547205938843,0.9738547205938843,0.9747199110140071
44,0.9738547205938843,0.9738547205938843,0.9738547205938843,0.9747198110970314
45,0.9738546757118662,0.9738546757118662,0.9738546757118662,0.9747198110970314
46,0.9738546757118662,0.9738546757118662,0.9738546757118662,0.9747198110970314
47,0.9732697642755568,0.9732697642755568,0.9732697642755568,0.9730779753506418
48,0.9720806152059431,0.9720806152059431,0.9720806152059431,0.9730779753506418
49,0.9722467325313424,0.9722467325313424,0.9722467325313424,0.9730779753506418
50,0.9721901722121302,0.9721901722121302,0.9721901722121302,0.9730779753506418
51,0.9720283904896796,0.9720283904896796,0.9720283904896796,0.9730779753506418
52,0.9718679642041756,0.9718679642041756,0.9718679642041756,0.9730535956085459
53,0.97172488930687,0.97172488930687,0.97172488930687,0.9730535956085459
54,0.9716701781268036,0.9716701781268036,0.9716701781268036,0.9730535956085459
55,0.9715789419604057,0.9715789419604057,0.9715789419604057,0.9730535956085459
56,0.9718624796215636,0.9718624796215636,0.9718624796215636,0.9730535956085459
57,0.9719174959993531,0.9719174959993531,0.9719174959993531,0.9730535956085459
58,0.9719277560286912,0.9719277560286912,0.9719277560286912,0.9730391076470546
59,0.9719277111466731,0.9719277111466731,0.9719277111466731,0.9730391076470546
60,0.9719283664241374,0.9719283664241374,0.9719283664241374,0.9730391076470546
61,0.9719285369758062,0.9719285369758062,0.9719285369758062,0.9730391076470546
62,0.9719285190229989,0.9719285190229989,0.9719285190229989,0.9730391076470546
63,0.9719186898610346,0.9719186898610346,0.9719186898610346,0.9730391076470546
64,0.9719694603999116,0.9719694603999116,0.9719694603999116,0.9730253191043937
65,0.971977727667646,0.971977727667646,0.971977727667646,0.9730253191043937
66,0.971979145939418,0.971979145939418,0.971979145939418,0.9730253191043937
67,0.9719693526830682,0.9719693526830682,0.9719693526830682,0.9730253191043937
68,0.9719586528099526,0.9719586528099526,0.9719586528099526,0.9730253191043937
69,0.9719572435145842,0.9719572435145842,0.9719572435145842,0.9730253191043937
70,0.971956633119138,0.971956633119138,0.971956633119138,0.9730128294824185
71,0.9719448560775881,0.9719448560775881,0.9719448560775881,0.9730128294824185
72,0.9719443444225817,0.9719443444225817,0.9719443444225817,0.9730128294824185
73,0.9719334919506046,0.9719334919506046,0.9719334919506046,0.9730128294824185
74,0.9719222624696755,0.9719222624696755,0.9719222624696755,0.9730128294824185
75,0.9719207005754456,0.9719207005754456,0.9719207005754456,0.9730128294824185
76,0.9719098391270649,0.9719098391270649,0.9719098391270649,0.973001438947177
77,0.9718972901148035,0.9718972901148035,0.9718972901148035,0.973001438947177
78,0.9718960423947003,0.9718960423947003,0.9718960423947003,0.973001438947177
79,0.9718850552766689,0.9718850552766689,0.9718850552766689,0.973001438947177
